Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
3884,Dragons Champions,Switch,2019.0,Simulation,Electronic Arts,0.02,0.01,0.02,0.01,0.06
3885,Destiny Empires: Origins,GBA,2006.0,Platform,Bethesda Softworks,0.03,0.01,0.01,0.01,0.06
3886,Dragons Depths III,PS,2002.0,Action,Sony Computer Entertainment,0.02,0.02,0.01,0.01,0.06
3887,Realm of Fairways,PSV,2020.0,Shooter,Sega,0.03,0.01,0.01,0.01,0.06
3888,Legend of Racing Stars: Next Gen,PS4,2015.0,Adventure,CD Projekt,0.04,0.01,0.0,0.01,0.06
3889,Realm of Frontier II,PSV,2019.0,Platform,Square Enix,0.03,0.01,0.01,0.01,0.06
3890,Fall of Champions III,PS2,2002.0,Adventure,Capcom,0.02,0.02,0.01,0.01,0.06
3891,Kingdom of Titans Gold Edition,WiiU,2019.0,Racing,THQ,0.02,0.03,0.0,0.01,0.06
3892,Dragons Glory: Revolution,PS3,2013.0,Adventure,THQ,0.03,0.02,0.0,0.01,0.06
3893,Call of Racing Stars: Revolution,3DS,2014.0,Adventure,THQ,0.03,0.01,0.01,0.01,0.06
3894,Realm of Warriors,SNES,2001.0,Action,Ubisoft,0.03,0.02,0.0,0.01,0.06
3895,Dragons Duty 2,PS4,2018.0,Role-Playing,Square Enix,0.01,0.01,0.03,0.01,0.06
3896,Racing Stars Nations 3,PS4,2017.0,Fighting,Take-Two Interactive,0.02,0.03,0.0,0.01,0.06
3897,Rise of Storm: Remastered,PSV,2020.0,Misc,Microsoft Game Studios,0.02,0.02,0.0,0.02,0.06
3898,Realm of Skies,XOne,2016.0,Role-Playing,Nintendo,0.02,0.01,0.03,0.0,0.06
3899,Call of Glory: Origins,XB,2007.0,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06
3900,Rebellion Depths 3,N64,2002.0,Misc,Microsoft Game Studios,0.01,0.03,0.01,0.01,0.06
3901,Battle for Warriors,XOne,2013.0,Shooter,Bethesda Softworks,0.03,0.01,0.01,0.01,0.06
3902,Realm of Racing Stars Gold Edition,SNES,2005.0,Platform,Konami Digital Entertainment,0.02,0.02,0.02,0.0,0.06
3903,Titans Empires II,Wii,2010.0,Puzzle,Capcom,0.04,0.01,0.01,0.0,0.06
3904,Rise of Depths: Revolution,PS2,2005.0,Sports,Capcom,0.02,0.03,0.0,0.01,0.06
3905,Rise of Heroes,SNES,1997.0,Fighting,Activision,0.03,0.02,0.01,0.0,0.06
3906,Nations Nations: Remastered,DS,2004.0,Fighting,Atari,0.04,0.01,0.01,0.0,0.06
3907,Empire of Destiny III,PS2,2000.0,Puzzle,,0.03,0.01,0.01,0.01,0.06
3908,Valor Legends 3,PS4,2015.0,Role-Playing,Sega,0.01,0.02,0.03,0.0,0.06
3909,Fall of Legends 3,GBA,2009.0,Fighting,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06
3910,Call of Racing Stars: Remastered,PSP,2011.0,Puzzle,Disney Interactive Studios,0.04,0.01,0.01,0.0,0.06
3911,Conquest Legends III,XOne,2018.0,Simulation,THQ,0.03,0.02,0.0,0.01,0.06
3912,Dragons Fury,PS2,2001.0,Fighting,Warner Bros. Interactive,0.02,0.02,0.01,0.01,0.06
3913,Quest for Shadows,Switch,2019.0,Platform,Activision,0.01,0.03,0.01,0.01,0.06
3914,Quest for Heroes: Reborn,GBA,,Simulation,Namco Bandai Games,0.02,0.03,0.0,0.01,0.06
3915,Warriors Duty,GB,2000.0,Action,Atari,0.04,0.01,0.0,0.01,0.06
3916,Valor Fury: Next Gen,DS,2012.0,Sports,Sega,0.02,0.02,0.01,0.01,0.06
3917,Honor Duty,X360,2011.0,Action,Epic Games,0.03,0.03,0.0,0.0,0.06
3918,Chronicles of Valor,DS,2010.0,Adventure,CD Projekt,0.02,0.01,0.01,0.02,0.06
3919,Heroes Warriors,PS,2004.0,Action,Capcom,0.03,0.02,0.01,0.0,0.06
3920,Honor Shadows 2,PC,2003.0,Role-Playing,Square Enix,0.02,0.01,0.02,0.01,0.06
3921,Conquest Valor 3,PS2,,Fighting,Namco Bandai Games,0.03,0.02,0.01,0.0,0.06
3922,Battle for Frontier,PS4,2015.0,Sports,Microsoft Game Studios,0.02,0.03,0.0,0.01,0.06
3923,Conquest Duty,PS4,2017.0,Shooter,Capcom,0.02,0.03,0.0,0.01,0.06
3924,Battle for Destiny: Remastered,3DS,2020.0,Fighting,Sony Computer Entertainment,0.02,0.03,0.0,0.01,0.06
3925,Chronicles of Skies III,GB,2004.0,Misc,Take-Two Interactive,0.03,0.01,0.01,0.01,0.06
3926,Dragons Odyssey,PS4,2019.0,Racing,Microsoft Game Studios,0.02,0.02,0.0,0.02,0.06
3927,Call of Champions,N64,2005.0,Fighting,Warner Bros. Interactive,0.02,0.02,0.01,0.01,0.06
3928,Empires Dragons: Remastered,PS3,2009.0,Misc,Microsoft Game Studios,0.03,0.01,0.02,0.0,0.06
3929,Champions Shadows,GB,1999.0,Fighting,Konami Digital Entertainment,0.03,0.02,0.01,0.0,0.06
3930,Fall of Champions 3,X360,2013.0,Fighting,Activision,0.02,0.03,0.01,0.0,0.06
3931,Shadow of Heroes II,PS,1996.0,Role-Playing,Bethesda Softworks,0.01,0.02,0.03,0.0,0.06
3932,Honor Arena: Remastered,PS2,2005.0,Action,Sega,0.03,0.02,0.01,0.0,0.06
3933,Skies Skies III,PSV,2014.0,Role-Playing,Square Enix,0.02,0.01,0.02,0.01,0.06
3934,Storm Depths II,PC,2000.0,Adventure,Warner Bros. Interactive,0.01,0.03,0.01,0.01,0.06
3935,Duty Titans 3,GBA,2006.0,Strategy,Epic Games,0.02,0.02,0.01,0.01,0.06
3936,Heroes Champions III,3DS,2012.0,Action,THQ,0.04,0.02,0.0,0.0,0.06
3937,Champions Glory: Next Gen,SNES,1994.0,Action,Sony Computer Entertainment,0.04,0.02,0.0,0.0,0.06
3938,Gridiron Heroes III,XOne,2019.0,Platform,THQ,0.04,0.01,0.01,0.0,0.06
3939,Battle for Legends II,XB,2007.0,Fighting,Sony Computer Entertainment,0.04,0.01,0.01,0.0,0.06
3940,Tales of Fury,PSV,2014.0,Action,Epic Games,0.03,0.01,0.01,0.01,0.06
3941,Frontier Gridiron,WiiU,2020.0,Role-Playing,Bethesda Softworks,0.03,0.01,0.02,0.0,0.06
3942,Valor Titans: Origins,DS,2009.0,Misc,Activision,0.02,0.01,0.02,0.01,0.06
3943,Quest for Fairways,N64,2002.0,Racing,Electronic Arts,0.04,0.01,0.0,0.01,0.06
3944,Empires Dragons: Reborn,SNES,2000.0,Sports,CD Projekt,0.04,0.02,0.0,0.0,0.06
3945,Age of Fury,PC,2001.0,Fighting,Bethesda Softworks,0.03,0.01,0.02,0.0,0.06
3946,Empires Dragons,WiiU,2012.0,Sports,Warner Bros. Interactive,0.02,0.02,0.0,0.02,0.06
3947,Shadow of Frontier: Reborn,GBA,2002.0,Platform,Nintendo,0.03,0.02,0.01,0.0,0.06
3948,Fury Glory Gold Edition,PS2,2003.0,Racing,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.06
3949,Glory Champions,PSP,2010.0,Simulation,Warner Bros. Interactive,0.03,0.03,0.0,0.0,0.06
3950,Quest for Legends,Switch,2017.0,Simulation,Sony Computer Entertainment,0.02,0.02,0.01,0.01,0.06
3951,Kingdom of Champions: Reborn,N64,1999.0,Racing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06
3952,Call of Fury 3,N64,1998.0,Misc,Take-Two Interactive,0.03,0.02,0.0,0.01,0.06
3953,Warriors Gridiron,SNES,2002.0,Action,Activision,0.03,0.02,0.01,0.0,0.06
3954,Call of Dragons Gold Edition,XOne,2015.0,Adventure,Atari,0.03,0.02,0.01,0.0,0.06
3955,Chronicles of Heroes,PSV,2011.0,Strategy,Capcom,0.03,0.02,0.0,0.01,0.06
3956,Heroes Valor,PS2,2005.0,Simulation,Square Enix,0.03,0.02,0.01,0.0,0.06
3957,Depths Fairways,PS3,2013.0,Shooter,Sega,0.03,0.02,0.0,0.01,0.06
3958,Rise of Legends: Revolution,PS3,2017.0,Racing,Electronic Arts,0.04,0.02,0.0,0.0,0.06
3959,Battle for Shadows: Next Gen,SNES,1994.0,Action,Nintendo,0.04,0.01,0.01,0.0,0.06
3960,Valor Gridiron,GB,2001.0,Simulation,Disney Interactive Studios,0.03,0.01,0.01,0.01,0.06
3961,Duty Destiny,WiiU,2017.0,Role-Playing,CD Projekt,0.03,0.01,0.02,0.0,0.06
3962,Fury Glory: Revolution,XB,2003.0,Sports,Microsoft Game Studios,0.02,0.03,0.0,0.01,0.06
3963,Legend of Legends: Origins,X360,2005.0,Sports,Nintendo,0.04,0.01,0.0,0.01,0.06
3964,Dragons Rebellion II,Wii,2006.0,Puzzle,CD Projekt,0.02,0.02,0.01,0.01,0.06
3965,Chronicles of Fury,PS2,2003.0,Fighting,2K Games,0.03,0.01,0.01,0.01,0.06
3966,Honor Fury,PC,2000.0,Fighting,Nintendo,0.03,0.02,0.0,0.01,0.06
3967,Rebellion Skies Gold Edition,3DS,2019.0,Puzzle,Sega,0.02,0.02,0.01,0.01,0.06
3968,World of Gridiron: Reborn,SNES,2000.0,Adventure,CD Projekt,0.03,0.01,0.01,0.01,0.06
3969,Arena Warriors: Revolution,GBA,2009.0,Strategy,Warner Bros. Interactive,0.02,0.03,0.0,0.01,0.06
3970,Call of Champions: Origins,3DS,2014.0,Strategy,Sony Computer Entertainment,0.03,0.02,0.01,0.0,0.06
3971,Empire of Nations II,Switch,2020.0,Puzzle,Warner Bros. Interactive,0.03,0.01,0.0,0.02,0.06
3972,Duty Storm,XB,2008.0,Shooter,Sega,0.03,0.02,0.0,0.01,0.06
3973,Fairways Fury Gold Edition,PSV,2018.0,Simulation,Ubisoft,0.03,0.03,0.0,0.0,0.06
3974,Frontier Valor Gold Edition,SNES,,Sports,Electronic Arts,0.03,0.02,0.0,0.01,0.06
3975,Racing Stars Frontier III,X360,2005.0,Puzzle,Microsoft Game Studios,0.01,0.02,0.02,0.01,0.06
3976,Duty Nations 3,XB,2004.0,Adventure,Activision,0.02,0.02,0.01,0.01,0.06
3977,Valor Skies 3,DS,2004.0,Misc,Take-Two Interactive,0.03,0.02,0.01,0.0,0.06
3978,Battle for Dragons 3,WiiU,2012.0,Shooter,Namco Bandai Games,0.03,0.01,0.01,0.01,0.06
3979,Fall of Duty: Next Gen,Switch,2019.0,Racing,2K Games,0.04,0.01,0.0,0.01,0.06
3980,Battle for Conquest Gold Edition,PSV,2016.0,Fighting,THQ,0.02,0.02,0.01,0.01,0.06
3981,Quest for Odyssey Gold Edition,XOne,2014.0,Simulation,Microsoft Game Studios,0.01,0.03,0.01,0.01,0.06
3982,Titans Fury II,WiiU,2014.0,Role-Playing,,0.02,0.01,0.03,0.0,0.06
3983,Frontier Racing Stars 2,GBA,2008.0,Misc,Microsoft Game Studios,0.03,0.01,0.01,0.01,0.06
3984,Heroes Champions 3,PSV,2011.0,Sports,Epic Games,0.02,0.03,0.0,0.01,0.06
3985,Tales of Glory,N64,2008.0,Role-Playing,Bethesda Softworks,0.0,0.02,0.03,0.01,0.06
3986,Fall of Odyssey Gold Edition,X360,2005.0,Sports,Konami Digital Entertainment,0.03,0.02,0.01,0.0,0.06
3987,Chronicles of Storm Gold Edition,XOne,2016.0,Shooter,Activision,0.04,0.01,0.0,0.01,0.06
3988,Saga of Valor,X360,2016.0,Sports,Warner Bros. Interactive,0.04,0.01,0.0,0.01,0.06
3989,Saga of Empires: Next Gen,SNES,1999.0,Role-Playing,Disney Interactive Studios,0.01,0.0,0.04,0.01,0.06
3990,Realm of Legends 2,GC,2013.0,Racing,Microsoft Game Studios,0.03,0.02,0.0,0.01,0.06
3991,Empire of Frontier: Origins,Wii,2016.0,Platform,2K Games,0.03,0.02,0.01,0.0,0.06
3992,Depths Legends: Next Gen,PC,1995.0,Role-Playing,Bethesda Softworks,0.02,0.01,0.02,0.01,0.06
3993,Call of Destiny III,PC,1997.0,Fighting,Disney Interactive Studios,0.01,0.02,0.02,0.01,0.06
3994,Destiny Arena: Next Gen,XB,2004.0,Misc,Namco Bandai Games,0.02,0.01,0.01,0.02,0.06
3995,Saga of Empires,SNES,1995.0,Racing,Electronic Arts,0.03,0.02,0.0,0.01,0.06
3996,Honor Skies Gold Edition,PS,1996.0,Misc,Sega,0.02,0.01,0.02,0.01,0.06
3997,Nations Racing Stars,PSV,2018.0,Shooter,Microsoft Game Studios,0.03,0.03,0.0,0.0,0.06
3998,Quest for Destiny: Remastered,PS3,2015.0,Simulation,2K Games,0.02,0.01,0.01,0.02,0.06
3999,Empire of Conquest III,WiiU,2019.0,Action,Epic Games,0.02,0.02,0.01,0.01,0.06
4000,Valor Dragons 2,GBA,2003.0,Adventure,CD Projekt,0.02,0.02,0.01,0.0,0.05
4001,Chronicles of Gridiron II,GB,1999.0,Fighting,CD Projekt,0.01,0.03,0.01,0.0,0.05
4002,Kingdom of Arena: Remastered,DS,2009.0,Role-Playing,CD Projekt,0.01,0.01,0.03,0.0,0.05
4003,Valor Frontier III,WiiU,2014.0,Sports,Bethesda Softworks,0.02,0.02,0.0,0.01,0.05
4004,Duty Empires: Next Gen,PSV,2013.0,Action,Activision,0.03,0.02,0.0,0.0,0.05
4005,Realm of Conquest: Origins,GB,2003.0,Action,Bethesda Softworks,0.02,0.01,0.01,0.01,0.05
4006,Call of Warriors: Origins,DS,2005.0,Strategy,Capcom,0.02,0.01,0.01,0.01,0.05
4007,Gridiron Destiny,XB,2003.0,Puzzle,Ubisoft,0.02,0.01,0.0,0.02,0.05
4008,Age of Warriors: Revolution,PS,1999.0,Misc,Epic Games,0.02,0.02,0.0,0.01,0.05
4009,Dragons Nations,3DS,2019.0,Simulation,Sony Computer Entertainment,0.02,0.01,0.01,0.01,0.05
4010,Frontier Valor Gold Edition,PSP,2010.0,Action,Microsoft Game Studios,0.02,0.02,0.01,0.0,0.05
4011,Dragons Duty,DS,2008.0,Racing,Square Enix,0.03,0.01,0.0,0.01,0.05
4012,Odyssey Valor Gold Edition,N64,2000.0,Strategy,2K Games,0.03,0.02,0.0,0.0,0.05
4013,Destiny Warriors: Reborn,N64,2007.0,Strategy,Capcom,0.03,0.01,0.01,0.0,0.05
4014,Conquest Racing Stars: Next Gen,SNES,2006.0,Racing,2K Games,0.02,0.02,0.0,0.01,0.05
4015,Saga of Conquest: Remastered,XOne,2014.0,Role-Playing,Ubisoft,0.02,0.01,0.02,0.0,0.05
4016,Dragons Fairways: Reborn,GB,2002.0,Role-Playing,Disney Interactive Studios,0.01,0.01,0.02,0.01,0.05
4017,Saga of Legends,Switch,2018.0,Sports,Bethesda Softworks,0.03,0.01,0.0,0.01,0.05
4018,Shadow of Nations: Reborn,PSP,2011.0,Fighting,CD Projekt,0.02,0.01,0.02,0.0,0.05
4019,World of Honor 2,PSP,2007.0,Shooter,Namco Bandai Games,0.03,0.01,0.0,0.01,0.05
4020,Gridiron Duty 2,PC,2000.0,Simulation,2K Games,0.02,0.02,0.0,0.01,0.05
4021,Quest for Arena,XB,2006.0,Fighting,Namco Bandai Games,0.01,0.02,0.01,0.01,0.05
4022,Titans Odyssey 2,PS3,2009.0,Role-Playing,Warner Bros. Interactive,0.02,0.01,0.02,0.0,0.05
4023,Chronicles of Titans III,DS,2006.0,Simulation,CD Projekt,0.02,0.01,0.01,0.01,0.05
4024,Tales of Titans: Remastered,PS,2008.0,Fighting,Activision,0.02,0.02,0.0,0.01,0.05
4025,Tales of Racing Stars 3,GBA,2002.0,Action,Konami Digital Entertainment,0.01,0.02,0.01,0.01,0.05
4026,Shadow of Legends,3DS,2014.0,Sports,2K Games,0.03,0.01,0.0,0.01,0.05
4027,Gridiron Storm,PSV,2015.0,Role-Playing,THQ,0.01,0.01,0.02,0.01,0.05
4028,Saga of Fairways: Origins,PSV,2020.0,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.0,0.05
4029,Rise of Titans: Reborn,PC,2000.0,Puzzle,Disney Interactive Studios,0.02,0.01,0.01,0.01,0.05
4030,Conquest Frontier,GC,2008.0,Role-Playing,Square Enix,0.02,0.01,0.02,0.0,0.05
4031,World of Frontier,PS3,2012.0,Platform,Sony Computer Entertainment,0.02,0.01,0.01,0.01,0.05
4032,Call of Valor,X360,2017.0,Shooter,Activision,0.02,0.02,0.0,0.01,0.05
4033,Racing Stars Odyssey,3DS,2020.0,Shooter,Electronic Arts,0.03,0.01,0.0,0.01,0.05
4034,World of Valor: Revolution,GC,2010.0,Action,Bethesda Softworks,0.03,0.01,0.01,0.0,0.05
4035,Tales of Arena: Revolution,N64,2002.0,Puzzle,Take-Two Interactive,0.02,0.01,0.01,0.01,0.05
4036,Fury Rebellion: Reborn,N64,2004.0,Puzzle,Nintendo,0.01,0.02,0.01,0.01,0.05
4037,Storm Heroes,X360,2017.0,Strategy,Sony Computer Entertainment,0.02,0.02,0.0,0.01,0.05
4038,Odyssey Glory: Reborn,PS3,2015.0,Action,Atari,0.03,0.0,0.01,0.01,0.05
4039,Champions Racing Stars II,SNES,2003.0,Simulation,Sega,0.03,0.01,0.01,0.0,0.05
4040,Destiny Honor,PS4,2016.0,Strategy,Ubisoft,0.02,0.01,0.01,0.01,0.05
4041,Rise of Destiny: Next Gen,Switch,2017.0,Shooter,Activision,0.01,0.02,0.01,0.01,0.05
4042,Empire of Glory: Origins,DS,2007.0,Adventure,Disney Interactive Studios,0.03,0.01,0.01,0.0,0.05
4043,Storm Frontier 2,Switch,2020.0,Adventure,Square Enix,0.04,0.01,0.0,0.0,0.05
4044,Arena Empires: Remastered,XOne,2017.0,Role-Playing,Sony Computer Entertainment,0.01,0.01,0.03,0.0,0.05
4045,Fairways Fairways II,PS3,2016.0,Fighting,Konami Digital Entertainment,0.02,0.01,0.01,0.01,0.05
4046,Warriors Honor: Remastered,XB,2007.0,Sports,Take-Two Interactive,0.02,0.01,0.01,0.01,0.05
4047,Kingdom of Odyssey: Reborn,GC,2012.0,Platform,Atari,0.02,0.02,0.01,0.0,0.05
4048,Legend of Glory: Revolution,PSP,2010.0,Role-Playing,Square Enix,0.02,0.01,0.02,0.0,0.05
4049,Kingdom of Dragons III,XOne,2017.0,Role-Playing,Square Enix,0.01,0.01,0.02,0.01,0.05
4050,Gridiron Empires: Remastered,GBA,2008.0,Shooter,Capcom,0.03,0.01,0.0,0.01,0.05
4051,Call of Legends,PSP,2006.0,Role-Playing,Ubisoft,0.01,0.01,0.03,0.0,0.05
4052,Age of Warriors: Origins,PS2,2001.0,Adventure,Take-Two Interactive,0.02,0.01,0.01,0.01,0.05
4053,Storm Gridiron,X360,2012.0,Sports,Take-Two Interactive,0.02,0.02,0.0,0.01,0.05
4054,Age of Odyssey: Next Gen,SNES,1995.0,Strategy,Disney Interactive Studios,0.01,0.02,0.01,0.01,0.05
4055,Chronicles of Skies: Remastered,PS,1996.0,Puzzle,THQ,0.02,0.01,0.01,0.01,0.05
4056,Honor Duty,GB,2001.0,Shooter,Activision,0.04,0.01,0.0,0.0,0.05
4057,Champions Warriors 2,PS,2005.0,Role-Playing,,0.02,0.01,0.02,0.0,0.05
4058,Valor Warriors: Remastered,PS3,2013.0,Shooter,Sega,0.03,0.01,0.01,0.0,0.05
4059,Legends Odyssey: Revolution,PSV,2011.0,Adventure,Square Enix,0.02,0.02,0.01,0.0,0.05
4060,Titans Heroes: Reborn,GC,2009.0,Sports,Capcom,0.02,0.02,0.0,0.01,0.05
4061,Skies Rebellion II,N64,2001.0,Puzzle,2K Games,0.04,0.01,0.0,0.0,0.05
4062,Depths Storm: Revolution,WiiU,2016.0,Role-Playing,Activision,0.02,0.01,0.01,0.01,0.05
4063,Warriors Glory: Remastered,N64,1998.0,Fighting,2K Games,0.02,0.02,0.0,0.01,0.05
4064,Legend of Fairways 2,PS2,2002.0,Role-Playing,Capcom,0.01,0.02,0.02,0.0,0.05
4065,Glory Champions,SNES,1997.0,Strategy,Ubisoft,0.01,0.02,0.01,0.01,0.05
4066,Legend of Odyssey,SNES,1999.0,Action,,0.03,0.01,0.0,0.01,0.05
4067,Legend of Heroes,GBA,2009.0,Puzzle,Square Enix,0.03,0.01,0.01,0.0,0.05
4068,Conquest Valor,PC,1996.0,Shooter,Activision,0.03,0.01,0.0,0.01,0.05
4069,Chronicles of Frontier,N64,2005.0,Strategy,Nintendo,0.02,0.02,0.01,0.0,0.05
4070,Call of Legends: Revolution,GBA,2001.0,Platform,Microsoft Game Studios,0.03,0.01,0.0,0.01,0.05
4071,Battle for Champions II,3DS,2012.0,Role-Playing,Square Enix,0.01,0.01,0.03,0.0,0.05
4072,Rise of Fairways 2,PS,1996.0,Adventure,Bethesda Softworks,0.02,0.02,0.01,0.0,0.05
4073,Titans Legends III,PC,1995.0,Action,Nintendo,0.03,0.01,0.0,0.01,0.05
4074,Chronicles of Warriors,WiiU,2013.0,Adventure,CD Projekt,0.02,0.02,0.01,0.0,0.05
4075,Shadow of Titans: Next Gen,N64,2004.0,Sports,2K Games,0.03,0.01,0.0,0.01,0.05
4076,World of Legends,GB,2004.0,Puzzle,,0.01,0.02,0.01,0.01,0.05
4077,Shadows Glory Gold Edition,WiiU,2015.0,Role-Playing,Epic Games,0.03,0.0,0.02,0.0,0.05
4078,Tales of Empires II,SNES,1997.0,Role-Playing,Sega,0.01,0.01,0.03,0.0,0.05
4079,Shadows Valor: Origins,N64,1999.0,Role-Playing,Sony Computer Entertainment,0.02,0.01,0.02,0.0,0.05
4080,Champions Champions,GB,1999.0,Shooter,Ubisoft,0.03,0.02,0.0,0.0,0.05
4081,Empires Shadows,N64,2008.0,Role-Playing,Warner Bros. Interactive,0.02,0.01,0.02,0.0,0.05
4082,Chronicles of Conquest II,PS4,2016.0,Racing,2K Games,0.03,0.01,0.0,0.01,0.05
4083,Empire of Destiny: Revolution,N64,2000.0,Adventure,Microsoft Game Studios,0.03,0.01,0.0,0.01,0.05
4084,Odyssey Dragons: Revolution,PSP,2013.0,Action,CD Projekt,0.01,0.02,0.01,0.01,0.05
4085,Quest for Frontier 2,GC,2010.0,Adventure,CD Projekt,0.02,0.02,0.01,0.0,0.05
4086,World of Racing Stars Gold Edition,XB,2006.0,Adventure,Atari,0.02,0.02,0.0,0.01,0.05
4087,Kingdom of Shadows: Reborn,DS,2012.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05
4088,Honor Arena Gold Edition,XOne,2015.0,Strategy,2K Games,0.01,0.02,0.01,0.01,0.05
4089,Shadows Frontier III,PSV,2011.0,Puzzle,Bethesda Softworks,0.03,0.02,0.0,0.0,0.05
4090,Fury Titans Gold Edition,GBA,2005.0,Simulation,2K Games,0.02,0.01,0.01,0.01,0.05
4091,Warriors Duty: Revolution,XB,2005.0,Action,Electronic Arts,0.03,0.01,0.0,0.01,0.05
4092,Call of Racing Stars III,PSV,,Role-Playing,Microsoft Game Studios,0.02,0.01,0.02,0.0,0.05
4093,Fury Honor,Switch,2017.0,Role-Playing,CD Projekt,0.02,0.01,0.01,0.01,0.05
4094,Realm of Glory: Reborn,Switch,2017.0,Fighting,Activision,0.01,0.02,0.01,0.01,0.05
4095,Shadow of Gridiron Gold Edition,PS3,2007.0,Adventure,Square Enix,0.03,0.01,0.01,0.0,0.05
4096,Shadows Legends,Wii,2007.0,Fighting,Capcom,0.03,0.02,0.0,0.0,0.05
4097,Tales of Glory: Reborn,Switch,2020.0,Misc,Namco Bandai Games,0.02,0.01,0.01,0.01,0.05
4098,Shadow of Gridiron 3,PS,1999.0,Role-Playing,Warner Bros. Interactive,0.02,0.01,0.02,0.0,0.05
4099,Shadows Storm 2,PSP,2011.0,Sports,Disney Interactive Studios,0.03,0.01,0.0,0.01,0.05
4100,Saga of Fury,PSV,2014.0,Platform,Capcom,0.01,0.02,0.01,0.01,0.05
4101,Kingdom of Destiny,GC,2007.0,Platform,2K Games,0.03,0.01,0.0,0.01,0.05
4102,Glory Titans: Remastered,XOne,2018.0,Strategy,Capcom,0.02,0.01,0.01,0.01,0.05
4103,Shadow of Warriors: Origins,PS3,2012.0,Shooter,Electronic Arts,0.02,0.01,0.01,0.01,0.05
4104,Fairways Shadows 3,GC,2012.0,Sports,Microsoft Game Studios,0.02,0.01,0.01,0.01,0.05
4105,Empire of Conquest II,X360,2005.0,Role-Playing,Sony Computer Entertainment,0.01,0.02,0.02,0.0,0.05
4106,Duty Fairways 3,PS,2007.0,Racing,Electronic Arts,0.02,0.03,0.0,0.0,0.05
4107,Age of Honor: Next Gen,GBA,2004.0,Misc,Sega,0.03,0.02,0.0,0.0,0.05
4108,Heroes Depths 3,3DS,2013.0,Misc,Microsoft Game Studios,0.01,0.01,0.01,0.02,0.05
4109,Racing Stars Odyssey: Next Gen,Wii,2010.0,Fighting,Capcom,0.03,0.01,0.01,0.0,0.05
4110,Conquest Fury: Reborn,3DS,2018.0,Action,Konami Digital Entertainment,0.01,0.02,0.01,0.01,0.05
4111,Storm Champions 2,GBA,2005.0,Sports,Activision,0.02,0.01,0.0,0.02,0.05
4112,Tales of Destiny III,GB,1998.0,Adventure,Square Enix,0.03,0.01,0.0,0.01,0.05
4113,Call of Fairways II,GBA,2004.0,Fighting,Namco Bandai Games,0.02,0.01,0.01,0.01,0.05
4114,Realm of Duty: Reborn,X360,2012.0,Adventure,Sega,0.02,0.02,0.01,0.0,0.05
4115,Quest for Nations: Origins,SNES,1999.0,Racing,Disney Interactive Studios,0.03,0.02,0.0,0.0,0.05
4116,Empire of Dragons,N64,1997.0,Role-Playing,Bethesda Softworks,0.02,0.01,0.02,0.0,0.05
4117,Duty Titans,Switch,2020.0,Sports,Take-Two Interactive,0.04,0.01,0.0,0.0,0.05
4118,Realm of Destiny,PSV,2013.0,Adventure,2K Games,0.02,0.01,0.01,0.01,0.05
4119,Rebellion Heroes 2,GBA,2001.0,Sports,Nintendo,0.02,0.02,0.0,0.01,0.05
4120,Fall of Shadows Gold Edition,GBA,2003.0,Puzzle,Bethesda Softworks,0.01,0.02,0.01,0.01,0.05
4121,Tales of Fairways,Switch,2020.0,Role-Playing,Square Enix,0.02,0.01,0.02,0.0,0.05
4122,Legend of Valor,GBA,2007.0,Shooter,Take-Two Interactive,0.03,0.01,0.0,0.01,0.05
4123,Fury Depths: Reborn,GC,2010.0,Fighting,THQ,0.02,0.01,0.01,0.01,0.05
4124,Fairways Racing Stars: Revolution,PS4,2019.0,Fighting,Sony Computer Entertainment,0.02,0.01,0.01,0.01,0.05
4125,Call of Fairways: Remastered,PS4,2013.0,Adventure,Capcom,0.02,0.02,0.0,0.01,0.05
4126,Quest for Glory,Switch,2019.0,Role-Playing,Sega,0.03,0.01,0.01,0.0,0.05
4127,Legend of Depths,PS3,2010.0,Fighting,Sony Computer Entertainment,0.02,0.02,0.01,0.0,0.05
4128,Tales of Heroes: Revolution,XB,2004.0,Strategy,THQ,0.03,0.01,0.0,0.01,0.05
4129,Legend of Nations: Origins,PSV,2019.0,Action,Konami Digital Entertainment,0.02,0.02,0.01,0.0,0.05
4130,Fury Titans 3,3DS,2019.0,Puzzle,Sony Computer Entertainment,0.02,0.01,0.01,0.01,0.05
4131,Fall of Titans II,PC,1997.0,Racing,Square Enix,0.03,0.02,0.0,0.0,0.05
4132,Rise of Destiny: Origins,Switch,2018.0,Adventure,Square Enix,0.01,0.02,0.01,0.01,0.05
4133,Quest for Racing Stars,X360,2009.0,Shooter,Warner Bros. Interactive,0.03,0.01,0.0,0.01,0.05
4134,Shadow of Conquest Gold Edition,GB,2000.0,Puzzle,Atari,0.02,0.01,0.01,0.01,0.05
4135,Heroes Arena,PS4,2019.0,Adventure,Capcom,0.03,0.01,0.01,0.0,0.05
